45.146.165.37 - - [22/Jan/2022:00:11:10 -0500] "POST /cgi-bin/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1" 400 5633 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/servermanager/ HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/componentutils/cfcexplorer.cfc?method=getcfcinhtml&name=CFIDE.componentutils.cfcexplorer&path=../../../license.txt HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /lcds/messagebroker/http HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/componentutils/cfcexplorer.cfc?method=getcfcinhtml&name=CFIDE.componentutils.cfcexplorer&path=../../../../license.html HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "HEAD http://www.google.com:80/ HTTP/1.1" 200 4812 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /CFIDE/adminapi/administrator.cfc? HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/adminapi/customtags/soft404validationcheck.cfm HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/soft404validationcheck.cfm HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /lcds/messagebroker/httpsecure HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /lcds-samples/messagebroker/http HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /Orion/Login.aspx HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /go/add-on/business-continuity/api/cruise_config HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /lcds-samples/messagebroker/httpsecure HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/AIR/ HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /phpmyadmin/ HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /~bin/true HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/componentutils/ HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /createou HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /README.txt HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /ASPSamp/AdvWorks/equipment/catalog_type.asp?ProductType=|shell(%22c:cmd.exe%22)| HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /_vti_bin/_vti_aut/author.dll HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/adminapi/customtags/l10n.cfm?attributes.id=test&attributes.file=../../administrator/mail/download.cfm&filename=../../lib/password.properties&attributes.locale=it&attributes.var=it&attributes.jscript=false&attributes.type=text/html&attributes.charset=UTF-8&thisTag.executionmode=end&thisTag.generatedContent=test HTTP/1.1" 404 4993 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "TRACE / HTTP/1.1" 405 5040 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/adminapi/customtags/l10n.cfm?attributes.id=test&attributes.file=../../administrator/mail/download.cfm&filename=../lib/password.properties&attributes.locale=it&attributes.var=it&attributes.jscript=false&attributes.type=text/html&attributes.charset=UTF-8&thisTag.executionmode=end&thisTag.generatedContent=test HTTP/1.1" 404 462 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /ui/vropspluginui/rest/services/getstatus HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST / HTTP/1.1" 200 5523 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /bb/ HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/appdeployment/ HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/websocket/ HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/adminapi/customtags/fusebox.cfm HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/orm/ HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/htgrep/file=index.html&hdr=/etc/passwd HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/adminapi/customtags/adss.cfm HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/h.cfm HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /struts2-rest-showcase HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/h9.cfm HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/awstats.pl?debug=1 HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/help.cfm HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST / HTTP/1.1" 200 5523 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /cgi-bin/awstats/awstats.pl?debug=1 HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/i.cfm HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/portlets/ HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /autodiscover HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/r.cfm HTTP/1.1" 404 465 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /dana-na/../dana/html5acc/guacamole/../../../../../../etc/passwd?/dana/html5acc/guacamole/ HTTP/1.1" 400 5047 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/wizards/common/utils.cfc?method=verifyldapserver&vserver=localhost&vport=22&vstart=&vusername=&vpassword=&returnformat=json HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /struts2-showcase/employee/save.action HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /CFIDE/services/ HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /./RestAPI/LogonCustomization HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /?class.classLoader.resources.cacheObjectMaxSize=foo HTTP/1.1" 200 5523 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /Orion/Login.aspx HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /tmui/login.jsp/..%3b/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/f5-release HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /rest/v1/AccountService/Accounts HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "HEAD /index.php HTTP/1.1" 404 140 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "HEAD /index.php HTTP/1.1" 404 4700 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET / HTTP/1.1" 200 963 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /portal/diag/index.jsp HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /rest/v1/AccountService/Accounts HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /cgi-bin/webcgi/login HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /cgi-bin/webcgi/login HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET / HTTP/1.1" 200 5523 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST _async/AsyncResponseService HTTP/1.1" 400 498 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /wls-wsat/CoordinatorPortType HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "GET /portal/diag/index.jsp HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST _async/AsyncResponseService HTTP/1.1" 400 5055 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /wls-wsat/CoordinatorPortType HTTP/1.1" 404 4996 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:49 -0500] "POST /wls-wsat/CoordinatorPortType11 HTTP/1.1" 408 485 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:50 -0500] "POST /wls-wsat/CoordinatorPortType11 HTTP/1.1" 408 515 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:20:59 -0500] "POST /wls-wsat/ParticipantPortType HTTP/1.1" 408 485 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:21:00 -0500] "POST /wls-wsat/ParticipantPortType HTTP/1.1" 408 656 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:21:09 -0500] "POST /wls-wsat/ParticipantPortType11 HTTP/1.1" 408 485 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:21:10 -0500] "POST /wls-wsat/ParticipantPortType11 HTTP/1.1" 408 656 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:21:19 -0500] "POST /wls-wsat/RegistrationPortTypeRPC HTTP/1.1" 408 485 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:21:20 -0500] "POST /wls-wsat/RegistrationPortTypeRPC HTTP/1.1" 408 656 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:21:29 -0500] "POST /wls-wsat/RegistrationPortTypeRPC11 HTTP/1.1" 408 485 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:21:30 -0500] "POST /wls-wsat/RegistrationPortTypeRPC11 HTTP/1.1" 408 656 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:21:39 -0500] "POST /wls-wsat/RegistrationRequesterPortType HTTP/1.1" 408 485 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:21:40 -0500] "POST /wls-wsat/RegistrationRequesterPortType HTTP/1.1" 408 656 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:21:49 -0500] "POST /wls-wsat/RegistrationRequesterPortType11 HTTP/1.1" 408 485 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:21:59 -0500] "POST /EemAdminService/EemAdmin HTTP/1.1" 404 435 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:21:50 -0500] "POST /wls-wsat/RegistrationRequesterPortType11 HTTP/1.1" 408 656 "-" "-"
216.93.144.47 - - [22/Jan/2022:01:22:00 -0500] "POST /EemAdminService/EemAdmin HTTP/1.1" 404 4996 "-" "-"
183.136.226.4 - - [22/Jan/2022:01:23:58 -0500] "GET / HTTP/1.1" 200 1019 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:47.0) Gecko/20100101 Firefox/47.0"
183.136.226.4 - - [22/Jan/2022:01:24:10 -0500] "GET / HTTP/1.1" 200 642 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 QIHU 360SE"
178.73.215.171 - - [22/Jan/2022:01:34:07 -0500] "GET / HTTP/1.0" 200 6126 "-" "-"
107.189.12.178 - - [22/Jan/2022:01:37:04 -0500] "GET / HTTP/1.1" 200 963 "-" "-"
107.189.12.178 - - [22/Jan/2022:01:47:41 -0500] "GET / HTTP/1.1" 200 963 "-" "-"
128.14.133.58 - - [22/Jan/2022:02:15:53 -0500] "GET / HTTP/1.1" 200 623 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
194.126.224.140 - - [22/Jan/2022:02:26:46 -0500] "GET / HTTP/1.1" 200 963 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
109.237.103.38 - - [22/Jan/2022:02:32:18 -0500] "GET / HTTP/1.0" 400 630 "-" "-"
109.237.103.38 - - [22/Jan/2022:02:32:18 -0500] "GET /.env HTTP/1.1" 404 5685 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
2.228.115.154 - - [22/Jan/2022:02:39:13 -0500] "GET / HTTP/1.1" 200 963 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
88.80.186.144 - - [22/Jan/2022:02:51:29 -0500] "GET / HTTP/1.0" 200 982 "-" "-"
88.80.186.144 - - [22/Jan/2022:02:51:35 -0500] "GET / HTTP/1.0" 200 6126 "-" "-"
88.80.186.144 - - [22/Jan/2022:02:51:35 -0500] "GET / HTTP/1.0" 200 982 "-" "-"
88.80.186.144 - - [22/Jan/2022:02:51:35 -0500] "GET /nmaplowercheck1642837895 HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:35 -0500] "GET / HTTP/1.1" 200 982 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:36 -0500] "GET /nmaplowercheck1642837895 HTTP/1.1" 404 5608 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:36 -0500] "GET / HTTP/1.1" 200 6126 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:36 -0500] "GET /6qJk HTTP/1.1" 404 5608 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:37 -0500] "GET / HTTP/1.0" 200 6126 "-" "-"
88.80.186.144 - - [22/Jan/2022:02:51:39 -0500] "GET / HTTP/1.0" 400 630 "-" "-"
88.80.186.144 - - [22/Jan/2022:02:51:40 -0500] "GET / HTTP/1.0" 400 630 "-" "-"
88.80.186.144 - - [22/Jan/2022:02:51:40 -0500] "GET / HTTP/1.0" 400 630 "-" "-"
88.80.186.144 - - [22/Jan/2022:02:51:40 -0500] "GET / HTTP/1.0" 400 630 "-" "-"
88.80.186.144 - - [22/Jan/2022:02:51:40 -0500] "GET / HTTP/1.0" 400 630 "-" "-"
88.80.186.144 - - [22/Jan/2022:02:51:40 -0500] "GET / HTTP/1.0" 400 630 "-" "-"
88.80.186.144 - - [22/Jan/2022:02:51:40 -0500] "GET / HTTP/1.0" 400 630 "-" "-"
88.80.186.144 - - [22/Jan/2022:02:51:40 -0500] "GET / HTTP/1.0" 400 630 "-" "-"
88.80.186.144 - - [22/Jan/2022:02:51:40 -0500] "GET /server-status HTTP/1.1" 403 466 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:40 -0500] "GET /start.asp HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:40 -0500] "GET /.git/HEAD HTTP/1.1" 404 5608 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:40 -0500] "GET / HTTP/1.1" 200 6126 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "GET / HTTP/1.1" 200 982 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "GET /pools/default/buckets HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "GET /Portal0000.htm HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "\x16\x03\x01\x02" 400 498 "-" "-"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "GET /.git/HEAD HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "GET /CSS/Miniweb.css HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "GET /j3Xg HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "GET /Portal/Portal.mwsl HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "POST /scripts/WPnBr.dll HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "GET /default.aspx HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "POST /sdk HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "\x16\x03\x01\x02" 400 498 "-" "-"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "GET / HTTP/1.1" 200 6126 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "GET /__Additional HTTP/1.1" 404 5608 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "GET /default.aspx HTTP/1.1" 404 5608 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "GET /docs/cplugError.html/ HTTP/1.1" 404 5608 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "HEAD / HTTP/1.1" 200 5415 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "GET /CSS/Miniweb.css HTTP/1.1" 404 5608 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "GET /pools HTTP/1.1" 404 5608 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "GET /pools HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "GET /__Additional HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "GET /docs/cplugError.html/ HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "GET /favicon.ico HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "GET /main.html HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "GET / HTTP/1.1" 200 982 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "\x16\x03\x01\x02" 400 498 "-" "-"
88.80.186.144 - - [22/Jan/2022:02:51:41 -0500] "GET /admin.pl HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:42 -0500] "GET /main.html HTTP/1.1" 404 5608 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:42 -0500] "HEAD / HTTP/1.1" 200 271 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:42 -0500] "GET /menu.aspx HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:42 -0500] "GET / HTTP/1.1" 200 6126 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:42 -0500] "GET /main.jhtml HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:42 -0500] "GET / HTTP/1.1" 200 982 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:42 -0500] "GET /admin.pl HTTP/1.1" 404 5608 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:42 -0500] "GET /base.aspx HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:43 -0500] "GET /base.shtml HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:43 -0500] "GET /menu.aspx HTTP/1.1" 404 5608 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:43 -0500] "GET /start.cgi HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:43 -0500] "GET /default.shtml HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:43 -0500] "GET /main.jhtml HTTP/1.1" 404 5608 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:43 -0500] "GET /index.aspx HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:44 -0500] "GET /base.jhtml HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:44 -0500] "GET /base.aspx HTTP/1.1" 404 5608 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:44 -0500] "GET /main.pl HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:44 -0500] "GET /base.shtml HTTP/1.1" 404 5608 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:44 -0500] "GET /index.php HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:45 -0500] "GET /home.cgi HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:45 -0500] "GET /start.cgi HTTP/1.1" 404 5608 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:45 -0500] "GET /inicio.cfm HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:45 -0500] "GET /inicio.jhtml HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:46 -0500] "GET /default.shtml HTTP/1.1" 404 5608 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:46 -0500] "\x16\x03\x01\x02" 400 498 "-" "-"
88.80.186.144 - - [22/Jan/2022:02:51:46 -0500] "GET /menu.jsa HTTP/1.1" 404 463 "-" "curl/7.54.0"
88.80.186.144 - - [22/Jan/2022:02:51:46 -0500] "GET / HTTP/1.0" 200 982 "-" "-"
88.80.186.144 - - [22/Jan/2022:02:51:46 -0500] "GET / HTTP/1.0" 200 6126 "-" "-"
88.80.186.144 - - [22/Jan/2022:02:51:50 -0500] "GET / HTTP/1.0" 400 630 "-" "-"
88.80.186.144 - - [22/Jan/2022:02:51:50 -0500] "GET / HTTP/1.1" 200 963 "-" "-"
145.239.154.84 - - [22/Jan/2022:02:52:04 -0500] "\x16\x03" 400 498 "-" "-"
145.239.154.84 - - [22/Jan/2022:02:52:04 -0500] "HEAD / HTTP/1.1" 200 271 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML"
145.239.154.84 - - [22/Jan/2022:02:52:04 -0500] "GET / HTTP/1.1" 200 982 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML"
145.239.154.84 - - [22/Jan/2022:02:52:04 -0500] "GET / HTTP/1.1" 200 982 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML"
145.239.154.84 - - [22/Jan/2022:02:53:44 -0500] "\x16\x03" 400 498 "-" "-"
145.239.154.84 - - [22/Jan/2022:02:53:44 -0500] "HEAD / HTTP/1.1" 200 5415 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML"
145.239.154.84 - - [22/Jan/2022:02:53:44 -0500] "GET / HTTP/1.1" 200 6126 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML"
145.239.154.84 - - [22/Jan/2022:02:53:44 -0500] "GET / HTTP/1.1" 200 982 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML"
145.239.154.84 - - [22/Jan/2022:02:53:45 -0500] "GET / HTTP/1.1" 200 982 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML"
145.239.154.84 - - [22/Jan/2022:02:53:45 -0500] "HEAD / HTTP/1.1" 200 271 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML"
145.239.154.84 - - [22/Jan/2022:02:53:45 -0500] "GET / HTTP/1.1" 200 6126 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML"
107.189.28.51 - - [22/Jan/2022:03:05:42 -0500] "GET / HTTP/1.1" 200 963 "-" "-"
197.156.131.115 - - [22/Jan/2022:03:11:58 -0500] "GET /.env HTTP/1.1" 404 493 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
197.156.131.115 - - [22/Jan/2022:03:11:59 -0500] "POST / HTTP/1.1" 200 679 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
5.5.5.5 - - [22/Jan/2022:03:19:36 -0500] "GET / HTTP/1.1" 200 5698 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
5.5.5.5 - - [22/Jan/2022:03:20:38 -0500] "\n" 400 5230 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, Gecko) Chrome/81.0.4044.129 Safari/537.36"
5.5.5.5 - - [22/Jan/2022:03:20:38 -0500] "\n" 400 5639 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, Gecko) Chrome/81.0.4044.129 Safari/537.36"
